,0,1
557,培训,1.8472978603872037
558,声音,1.336472236621213
559,处理,1.336472236621213
560,备注,2.252762968495368
561,复杂,1.336472236621213
562,复述,1.8472978603872037
563,外呼,2.252762968495368
564,外国,2.252762968495368
565,外网,2.252762968495368
566,外音,2.252762968495368
567,多久,1.5596157879354227
568,多亏,2.252762968495368
569,多喝水,2.252762968495368
570,多多,2.252762968495368
571,多存,2.252762968495368
572,多少,1.0
573,多有,2.252762968495368
574,多次,1.1541506798272583
575,多用,2.252762968495368
576,多说无益,2.252762968495368
577,多费,2.252762968495368
578,多遍,1.8472978603872037
579,多钱,2.252762968495368
580,多长时间,2.252762968495368
581,多雨,2.252762968495368
582,大叫,2.252762968495368
583,大哥,2.252762968495368
584,大声,1.8472978603872037
585,大学,2.252762968495368
586,大学毕业,2.252762968495368
587,大家,1.8472978603872037
588,大概,2.252762968495368
589,大没见,2.252762968495368
590,大清早,2.252762968495368
591,大点声,1.8472978603872037
592,天天,1.8472978603872037
593,天气,1.8472978603872037
594,天气炎热,2.252762968495368
595,天经地义,2.252762968495368
596,太吵,2.252762968495368
597,太坑,2.252762968495368
598,太多,2.252762968495368
599,太好,2.252762968495368
600,太好了,2.252762968495368
601,太小,2.252762968495368
602,太少,2.252762968495368
603,太差,1.8472978603872037
604,太快,1.8472978603872037
605,太慢,2.252762968495368
606,太晚,2.252762968495368
607,太棒了,2.252762968495368
608,太甜,2.252762968495368
609,太蠢,2.252762968495368
610,太费经,2.252762968495368
611,太过分,2.252762968495368
612,太难,2.252762968495368
613,太高,2.252762968495368
614,失职,2.252762968495368
615,失误,2.252762968495368
616,失败,2.252762968495368
617,奇怪,2.252762968495368
618,套话,2.252762968495368
619,套路,2.252762968495368
620,女士,1.8472978603872037
621,女生,2.252762968495368
622,她们,2.252762968495368
623,好不好,1.336472236621213
624,好不容易,2.252762968495368
625,好像,2.252762968495368
626,好几遍,1.8472978603872037
627,好听,2.252762968495368
628,好多,2.252762968495368
629,好多年,2.252762968495368
630,好多遍,1.8472978603872037
631,好好,1.1541506798272583
632,好极了,2.252762968495368
633,好点,2.252762968495368
634,好脾气,2.252762968495368
635,好要,2.252762968495368
636,好评,2.252762968495368
637,如实,2.252762968495368
638,如果,1.336472236621213
639,妈呀,2.252762968495368
640,始终,2.252762968495368
641,姑娘,2.252762968495368
642,娴熟,2.252762968495368
643,婉拒,2.252762968495368
644,媒体,2.252762968495368
645,字面上,2.252762968495368
646,存在,2.252762968495368
647,季节,2.252762968495368
648,学习,2.252762968495368
649,学历,2.252762968495368
650,学学,2.252762968495368
651,安全性,2.252762968495368
652,安排,2.252762968495368
653,安静,2.252762968495368
654,完全,1.5596157879354227
655,完全一致,2.252762968495368
656,完好,2.252762968495368
657,完整,1.8472978603872037
658,完美,2.252762968495368
659,官方,2.252762968495368
660,官网,1.5596157879354227
661,实习生,2.252762968495368
662,实体,2.252762968495368
663,实名,2.252762968495368
664,实名制,2.252762968495368
665,实在,1.5596157879354227
666,实话实说,2.252762968495368
667,实质性,2.252762968495368
668,实际,2.252762968495368
669,实际效果,2.252762968495368
670,审核,2.252762968495368
671,客户,1.1541506798272583
672,客户服务,2.252762968495368
673,客户经理,2.252762968495368
674,客服,1.1541506798272583
675,客服热线,2.252762968495368
676,客气,2.252762968495368
677,害死,2.252762968495368
678,家乡话,2.252762968495368
679,家人,1.5596157879354227
680,容易,2.252762968495368
681,密码,2.252762968495368
682,寒冷,2.252762968495368
683,对不上,2.252762968495368
684,对不起,1.336472236621213
685,对于,2.252762968495368
686,对别,2.252762968495368
687,对待,2.252762968495368
688,对方,2.252762968495368
689,对牛弹琴,2.252762968495368
690,对话,2.252762968495368
691,导致,1.5596157879354227
692,尊重,2.252762968495368
693,小事儿,2.252762968495368
694,小伙子,2.252762968495368
695,小哥,2.252762968495368
696,小女孩,2.252762968495368
697,小姐姐,2.252762968495368
698,小小的,1.8472978603872037
699,小时,1.8472978603872037
700,小是,2.252762968495368
701,尝试,2.252762968495368
702,就别,2.252762968495368
703,就是,1.1541506798272583
704,就算,1.5596157879354227
705,就耗,2.252762968495368
706,就行,2.252762968495368
707,就行了,1.1541506798272583
708,就要,1.8472978603872037
709,就销,1.8472978603872037
710,尴尬,2.252762968495368
711,尽力,2.252762968495368
712,尽快,2.252762968495368
713,屁股,2.252762968495368
714,层次,2.252762968495368
715,居然,2.252762968495368
716,属于,2.252762968495368
717,属猪,2.252762968495368
718,岗位,2.252762968495368
719,工作,1.1541506798272583
720,工作人员,1.5596157879354227
721,工作日,1.8472978603872037
722,工号,1.1541506798272583
723,差不多,1.8472978603872037
724,差能,2.252762968495368
725,差请,2.252762968495368
726,差距,2.252762968495368
727,已经,1.0
728,希望,1.5596157879354227
729,带伞,2.252762968495368
730,带来,2.252762968495368
731,帮不上,2.252762968495368
732,帮不了,1.8472978603872037
733,帮到,2.252762968495368
734,帮忙,2.252762968495368
735,常识,2.252762968495368
736,干什么,1.336472236621213
737,干吗,2.252762968495368
738,干嘛,1.5596157879354227
739,干燥,2.252762968495368
740,平台,1.8472978603872037
741,平安,2.252762968495368
742,年费,1.8472978603872037
743,幸福,2.252762968495368
744,广大群众,2.252762968495368
745,应该,1.0
746,废话,2.252762968495368
747,延误,2.252762968495368
748,建议,2.252762968495368
749,建议您,1.8472978603872037
750,开始,2.252762968495368
751,开玩笑,2.252762968495368
752,开通,2.252762968495368
753,弄懂,2.252762968495368
754,弄清楚,2.252762968495368
755,引导,2.252762968495368
756,张卡,1.8472978603872037
757,张卡上,2.252762968495368
758,弱智,2.252762968495368
759,当初,2.252762968495368
760,当时,1.5596157879354227
761,当期,2.252762968495368
762,当然,2.252762968495368
763,录入,2.252762968495368
764,录音,1.336472236621213
765,形容,2.252762968495368
766,影响,1.8472978603872037
767,往常,2.252762968495368
768,征信,2.252762968495368
769,很多,1.336472236621213
770,很多年,2.252762968495368
771,很多遍,1.5596157879354227
772,很大,2.252762968495368
773,很快,2.252762968495368
774,很慢,2.252762968495368
775,很晚,2.252762968495368
776,很棒,2.252762968495368
777,很甜,2.252762968495368
778,微信,1.8472978603872037
779,微信查,2.252762968495368
780,心情,2.252762968495368
781,心理准备,2.252762968495368
782,心里,1.5596157879354227
783,必要,1.5596157879354227
784,必须,1.8472978603872037
785,忘记,1.5596157879354227
786,忠诚,2.252762968495368
787,快干,2.252762968495368
788,快递,1.8472978603872037
789,快速,2.252762968495368
790,忽悠,2.252762968495368
791,怀疑,1.8472978603872037
792,态度,1.1541506798272583
793,怎么,1.0
794,怎么办,1.5596157879354227
795,怎么回事,1.8472978603872037
796,怎么弄,2.252762968495368
797,怎么样,1.5596157879354227
798,怎样,2.252762968495368
799,怎样才能,2.252762968495368
800,思维,2.252762968495368
801,思考,2.252762968495368
802,思路,2.252762968495368
803,急用,2.252762968495368
804,总是,1.8472978603872037
805,总有,2.252762968495368
806,总行,2.252762968495368
807,总说,2.252762968495368
808,总部,2.252762968495368
809,总额,2.252762968495368
810,恶劣,2.252762968495368
811,恶意,2.252762968495368
812,恼火,2.252762968495368
813,您们,2.252762968495368
814,您好,2.252762968495368
815,您慢,2.252762968495368
816,情况,1.336472236621213
817,情绪,2.252762968495368
818,想想,1.336472236621213
819,想改,2.252762968495368
820,想法,1.8472978603872037
821,想用,2.252762968495368
822,想要,1.336472236621213
823,惹麻烦,2.252762968495368
824,愉快,2.252762968495368
825,意义,1.5596157879354227
826,意思,1.1541506798272583
827,意见,1.8472978603872037
828,感到,2.252762968495368
829,感觉,2.252762968495368
830,感谢,2.252762968495368
831,感谢信,2.252762968495368
832,感谢您,2.252762968495368
833,愿意,1.5596157879354227
834,慈善机构,2.252762968495368
835,慢慢,2.252762968495368
836,慢点,2.252762968495368
837,慢点儿,2.252762968495368
838,慢说,2.252762968495368
839,懂不懂,1.5596157879354227
840,懂吗,1.8472978603872037
841,懂法,2.252762968495368
842,懂要,2.252762968495368
843,懒得,2.252762968495368
844,成功,1.8472978603872037
845,成年人,2.252762968495368
846,成立,1.8472978603872037
847,我们,1.0
848,我会,1.5596157879354227
849,我刚,1.8472978603872037
850,我卡,2.252762968495368
851,我家,2.252762968495368
852,我开,2.252762968495368
853,我教,2.252762968495368
854,我整,1.8472978603872037
855,我查,1.8472978603872037
856,我活,2.252762968495368
857,我满,2.252762968495368
858,我滴,2.252762968495368
859,我用,2.252762968495368
860,我管,2.252762968495368
861,我能,1.5596157879354227
862,我花,2.252762968495368
863,我行,1.5596157879354227
864,我要,1.1541506798272583
865,我费,2.252762968495368
866,我长,2.252762968495368
867,或是,2.252762968495368
868,或者,1.5596157879354227
869,截图,2.252762968495368
870,所以,1.8472978603872037
871,所在,2.252762968495368
872,所说,2.252762968495368
873,手册,2.252762968495368
874,手动,1.8472978603872037
875,手机,1.8472978603872037
876,手机号码,2.252762968495368
877,手续费,1.8472978603872037
878,才能,1.5596157879354227
879,打个,1.336472236621213
880,打字,2.252762968495368
881,打开,2.252762968495368
882,打扰,2.252762968495368
883,打搅,2.252762968495368
884,打断,1.5596157879354227
885,打来,2.252762968495368
886,打电话,1.1541506798272583
887,打败,2.252762968495368
888,打马虎眼,2.252762968495368
889,扣掉,2.252762968495368
890,扣钱,2.252762968495368
891,执行,2.252762968495368
892,扯些,2.252762968495368
893,扯淡,2.252762968495368
894,批核,2.252762968495368
895,找下,2.252762968495368
896,找个,2.252762968495368
897,找到,2.252762968495368
898,承担,1.5596157879354227
899,承认,2.252762968495368
900,承诺,2.252762968495368
901,技巧,2.252762968495368
902,技术,2.252762968495368
903,投不,2.252762968495368
904,投诉,1.1541506798272583
905,抗议,2.252762968495368
906,抢光,2.252762968495368
907,抢到,2.252762968495368
908,抢走了,2.252762968495368
909,抢钱,2.252762968495368
910,报警,2.252762968495368
911,报读,2.252762968495368
912,抱歉,1.336472236621213
913,抵消,2.252762968495368
914,担待,2.252762968495368
915,担心,2.252762968495368
916,拐弯抹角,2.252762968495368
917,拒绝,2.252762968495368
918,招商,2.252762968495368
919,招商银行,2.252762968495368
920,拨打,1.8472978603872037
921,拿出,2.252762968495368
922,拿到,2.252762968495368
923,持卡人,2.252762968495368
924,挂失,2.252762968495368
925,挂机,1.8472978603872037
926,指南,2.252762968495368
927,按照,1.8472978603872037
928,按规定,2.252762968495368
929,挪动,2.252762968495368
930,挺乱,2.252762968495368
931,挺快,2.252762968495368
932,损失,2.252762968495368
933,换个,1.336472236621213
934,换人,1.8472978603872037
935,换位,2.252762968495368
936,换卡,2.252762968495368
937,换货,2.252762968495368
938,授权,2.252762968495368
939,探讨,2.252762968495368
940,接受,1.5596157879354227
941,接听,1.8472978603872037
942,接听电话,2.252762968495368
943,接换,2.252762968495368
944,接收,2.252762968495368
945,接电话,1.336472236621213
946,接线,2.252762968495368
947,推出,2.252762968495368
948,推荐,2.252762968495368
949,措辞,2.252762968495368
950,描述,1.8472978603872037
951,提个,2.252762968495368
952,提供,1.8472978603872037
953,提出,2.252762968495368
954,提前,1.5596157879354227
955,提升,1.8472978603872037
956,提拔,2.252762968495368
957,提示,1.5596157879354227
958,提醒,2.252762968495368
959,提醒您,2.252762968495368
960,提问,2.252762968495368
961,提高,2.252762968495368
962,插嘴,2.252762968495368
963,插话,2.252762968495368
964,搞不懂,2.252762968495368
965,搞清楚,1.8472978603872037
966,搞笑,1.8472978603872037
967,搞错,1.8472978603872037
968,擅自,2.252762968495368
969,操作,1.336472236621213
970,操心,2.252762968495368
971,支付,2.252762968495368
972,支持,2.252762968495368
973,收到,1.5596157879354227
974,收取,2.252762968495368
975,收回,2.252762968495368
976,收完,2.252762968495368
977,收费,1.5596157879354227
978,改不了,1.5596157879354227
979,改变,2.252762968495368
980,改正,2.252762968495368
981,改进,2.252762968495368
982,放假,2.252762968495368
983,放入,2.252762968495368
984,放屁,1.8472978603872037
985,政策,1.5596157879354227
986,故事,2.252762968495368
987,故意,1.5596157879354227
988,效率,2.252762968495368
989,救济,1.8472978603872037
990,数数,2.252762968495368
991,数量,2.252762968495368
992,整个,2.252762968495368
993,整天,2.252762968495368
994,文字游戏,2.252762968495368
995,文明,2.252762968495368
996,文明用语,2.252762968495368
997,新华字典,2.252762968495368
998,新卡,2.252762968495368
999,新来,1.336472236621213
1000,方便,1.5596157879354227
1001,方式,1.5596157879354227
1002,方案,1.5596157879354227
1003,方法,2.252762968495368
1004,方言,1.8472978603872037
1005,方面,2.252762968495368
1006,旁边,1.8472978603872037
1007,无所谓,2.252762968495368
1008,无法,1.5596157879354227
1009,无理,2.252762968495368
1010,无缘无故,2.252762968495368
1011,无能为力,2.252762968495368
1012,无话可说,2.252762968495368
1013,无语,1.8472978603872037
1014,无赖,2.252762968495368
